ID;Name;Overall rating;Potential;Growth;Age;Age group;Team;Position rank;Position;IMC;Foot;Joined;Value;Wage;Goalkeeping;Total stats;Body type;Acceleration type;Classement 23/24;Classement 22/23;Classement 21/22;Classement moyen;Palmares ;Value_bins
224411;Gon√ßalo Guedes;76;76;0;27;Major;Wolverhampton Wanderers;Attacker;ST;21,2;Right;08-08-22;8;61000;10;66;Normal (170-185);Controlled Explosive;14;13;10;12;3;08-sept
231554;J. Justin;76;77;1;26;Major;Leicester City;Defender;RB;23,9;Right;28-06-19;8;46000;9;67;Normal (170-185);Controlled;21;18;8;16;1;08-sept
235642;R. Yates;76;77;1;26;Major;Nottingham Forest;Defender;CB;24,1;Right;01-07-16;8;52000;8;67;Normal (185+);Controlled Lengthy;17;16;24;19;1;08-sept
224258;K. Ajer;76;78;2;26;Major;Brentford;Defender;CB;21,9;Right;21-07-21;8;57000;10;65;Normal (185+);Controlled Lengthy;16;9;13;13;0;08-sept
241508;M. Damsgaard;75;79;4;23;Major;Brentford;Midfielder;CAM;21,6;Right;10-08-22;8;50000;10;69;Lean (170-185);Mostly Explosive;16;9;13;13;0;08-sept
248602;J. Greaves;75;81;6;23;Major;Ipswich Town;Defender;CB;23,1;Left;12-07-24;8;40000;10;63;Normal (185+);Controlled Lengthy;22;51;42;38;1;08-sept
253510;J. O'Brien;75;81;6;23;Major;Everton;Defender;CB;21,6;Right;30-07-24;8;38000;11;60;Normal (185+);Controlled Lengthy;15;17;16;16;9;08-sept
212442;Jos√© S√°;78;78;0;31;Senior;Wolverhampton Wanderers;Goalkeeper;GK;22,8;Right;15-07-21;7,5;42000;76;44;Normal (185+);Controlled Lengthy;14;13;10;12;3;07-ao˚t
206075;S. Johnstone;78;78;0;31;Senior;Wolverhampton Wanderers;Goalkeeper;GK;22,8;Right;30-08-24;7,5;42000;77;42;Normal (185+);Controlled;14;13;10;12;3;07-ao˚t
211738;M. Flekken;78;78;0;31;Senior;Brentford;Goalkeeper;GK;22,9;Right;01-07-23;7,5;45000;78;41;Normal (185+);Controlled;16;9;13;13;0;07-ao˚t
244470;V. Coufal;77;77;0;31;Senior;West Ham United;Defender;RB;24,8;Right;02-10-20;7,5;76000;11;70;Normal (170-185);Controlled;9;14;7;10;0;07-ao˚t
208004;J. Veltman;77;77;0;32;Senior;Brighton & Hove Albion;Defender;CB;22,2;Right;29-07-20;7,5;76000;9;65;Normal (170-185);Controlled Lengthy;11;6;9;9;0;07-ao˚t
213956;Adama Traor√©;76;76;0;28;Major;Fulham;Attacker;RM;27,1;Right;12-08-23;7,5;69000;10;64;Unique;Mostly Explosive;13;10;21;15;0;07-ao˚t
206085;J. Murphy;76;76;0;29;Major;Newcastle United;Attacker;RW;23,1;Right;19-07-17;7,5;90000;12;69;Normal (170-185);Controlled Explosive;7;4;11;7;4;07-ao˚t
231633;I. Diop;76;77;1;27;Major;Fulham;Defender;CB;24,4;Right;10-08-22;7,5;63000;9;58;Lean (185+);Controlled Lengthy;13;10;21;15;0;07-ao˚t
220714;P. Billing;76;76;0;28;Major;AFC Bournemouth;Midfielder;CM;20,6;Left;29-07-19;7,5;57000;11;70;Lean (185+);Controlled Lengthy;12;15;22;16;0;07-ao˚t
235456;J. Bellegarde;75;78;3;26;Major;Wolverhampton Wanderers;Midfielder;CAM;24,2;Right;01-09-23;7,5;53000;12;71;Normal (170-);Mostly Explosive;14;13;10;12;3;07-ao˚t
255718;R. Sosa;75;78;3;24;Major;Nottingham Forest;Attacker;RM;23,4;Right;16-08-24;7,5;45000;9;62;Normal (170-185);Mostly Explosive;17;16;24;19;1;07-ao˚t
248484;N. Collins;75;80;5;23;Major;Brentford;Defender;CB;21,7;Right;04-07-23;7,5;47000;9;57;Normal (185+);Controlled Lengthy;16;9;13;13;0;07-ao˚t
259608;E. Ferguson;73;85;12;19;Junior;Brighton & Hove Albion;Attacker;ST;22,1;Right;09-01-21;7,5;45000;11;58;Normal (185+);Controlled Lengthy;11;6;9;9;0;07-ao˚t
199641;M. Sels;78;78;0;32;Senior;Nottingham Forest;Goalkeeper;GK;21,2;Right;01-02-24;7;41000;78;43;Normal (185+);Controlled;17;16;24;19;1;07-ao˚t
227927;K. Walker-Peters;76;76;0;27;Major;Southampton;Defender;RB;20,7;Right;11-08-20;7;49000;9;65;Unique;Controlled Explosive;24;20;15;20;0;07-ao˚t
222400;H. Winks;76;77;1;28;Major;Leicester City;Midfielder;CM;21;Right;01-07-23;7;49000;11;69;Normal (170-185);Controlled;21;18;8;16;1;07-ao˚t
236699;S. Lukiƒá;76;76;0;27;Major;Fulham;Midfielder;CDM;23;Right;31-01-23;7;63000;10;70;Lean (170-185);Controlled Lengthy;13;10;21;15;0;07-ao˚t
222501;T. Castagne;76;76;0;28;Major;Fulham;Defender;RB;23,4;Right;29-08-23;7;66000;13;67;Lean (185+);Controlled;13;10;21;15;0;07-ao˚t
243647;A. Bayƒ±ndƒ±r;76;78;2;26;Major;Manchester United;Goalkeeper;GK;22,4;Right;01-09-23;7;47000;76;39;Lean (185+);Controlled;8;3;6;6;20;07-ao˚t
233866;O. Edouard;75;77;2;26;Major;Leicester City;Attacker;ST;23,7;Right;31-08-21;7;69000;10;64;Lean (185+);Controlled Lengthy;21;18;8;16;1;07-ao˚t
186146;D. Welbeck;77;77;0;33;Senior;Brighton & Hove Albion;Attacker;ST;21,3;Right;18-10-20;6,5;85000;11;65;Normal (185+);Controlled Lengthy;11;6;9;9;0;06-juil
224081;K. Phillips;76;76;0;28;Major;Ipswich Town;Midfielder;CDM;22,7;Right;04-07-22;6,5;90000;10;70;Stocky (170-185);Controlled;22;51;42;38;1;06-juil
207616;A. Webster;76;76;0;29;Major;Brighton & Hove Albion;Defender;CB;20,6;Right;03-08-19;6,5;71000;10;59;Normal (185+);Controlled Lengthy;11;6;9;9;0;06-juil
225667;C. Chaplin;75;76;1;27;Major;Ipswich Town;Midfielder;CAM;24,4;Left;27-07-21;6,5;49000;13;68;Lean (170-);Explosive;22;51;42;38;1;06-juil
240097;F. Downes;75;78;3;25;Major;Southampton;Midfielder;CDM;21,4;Right;16-07-24;6,5;44000;11;67;Lean (170-185);Controlled Lengthy;24;20;15;20;0;06-juil
239817;B. Soumar√©;75;78;3;25;Major;Leicester City;Midfielder;CM;23,2;Right;02-07-21;6,5;42000;9;67;Lean (185+);Controlled Lengthy;21;18;8;16;1;06-juil
231512;L. Kelly;75;78;3;25;Major;Newcastle United;Defender;CB;23,8;Left;01-07-24;6,5;71000;9;63;Lean (185+);Controlled Lengthy;7;4;11;7;4;06-juil
233164;A. Muriƒá;75;80;5;25;Major;Ipswich Town;Goalkeeper;GK;24,5;Right;17-07-24;6,5;28000;76;43;Normal (185+);Controlled Lengthy;22;51;42;38;1;06-juil
243606;K. Lewis-Potter;74;79;5;23;Major;Brentford;Attacker;LW;23,2;Right;12-07-22;6,5;49000;11;64;Lean (170-);Explosive;16;9;13;13;0;06-juil
242908;J. Clarke;74;80;6;23;Major;Ipswich Town;Midfielder;CAM;22,6;Right;24-08-24;6,5;39000;9;62;Lean (170-185);Mostly Explosive;22;51;42;38;1;06-juil
255434;J. Enciso;73;84;11;20;Junior;Brighton & Hove Albion;Midfielder;CAM;21,4;Right;01-07-22;6,5;43000;10;60;Lean (170-185);Controlled Explosive;11;6;9;9;0;06-juil
270579;W. Odobert;73;84;11;19;Junior;Tottenham Hotspur;Midfielder;CAM;22,6;Right;16-08-24;6,5;43000;9;57;Lean (170-185);Mostly Explosive;5;8;4;6;2;06-juil
270208;A. Gray;73;87;14;18;Junior;Tottenham Hotspur;Midfielder;CM;20;Right;02-07-24;6,5;38000;10;68;Lean (185+);Controlled;5;8;4;6;2;06-juil
257084;L. Ugochukwu;73;83;10;20;Junior;Southampton;Midfielder;CDM;24,1;Right;01-08-23;6,5;49000;11;65;Normal (185+);Controlled Lengthy;24;20;15;20;0;06-juil
261281;C. Okoli;73;82;9;22;Junior;Leicester City;Defender;CB;24,9;Right;09-07-24;6,5;33000;10;56;Normal (185+);Controlled Lengthy;21;18;8;16;1;06-juil
198950;Pablo Sarabia;76;76;0;32;Senior;Wolverhampton Wanderers;Midfielder;CAM;23,1;Left;18-01-23;6;59000;12;69;Lean (170-185);Controlled;14;13;10;12;3;06-juil
221841;A. Armstrong;75;75;0;27;Major;Southampton;Attacker;ST;23,3;Right;10-08-21;6;53000;11;64;Normal (170-185);Mostly Explosive;24;20;15;20;0;06-juil
220710;H. Wilson;75;75;0;27;Major;Fulham;Attacker;RM;23,4;Left;24-07-21;6;63000;10;67;Normal (170-185);Controlled Explosive;13;10;21;15;0;06-juil
215798;M. Cornet;75;75;0;27;Major;Southampton;Attacker;LW;21,5;Left;05-08-22;6;67000;12;72;Lean (170-185);Controlled Explosive;24;20;15;20;0;06-juil
235036;W. Faes;75;76;1;26;Major;Leicester City;Defender;CB;23,4;Right;01-09-22;6;44000;9;59;Normal (185+);Controlled Lengthy;21;18;8;16;1;06-juil
235883;R. Sessegnon;74;79;5;24;Major;Fulham;Attacker;LM;22,1;Left;26-07-24;6;48000;8;68;Lean (170-185);Controlled Explosive;13;10;21;15;0;06-juil
237522;Jorge Cuenca;74;80;6;24;Major;Fulham;Defender;CB;20,8;Left;03-08-24;6;48000;11;59;Lean (185+);Controlled;13;10;21;15;0;06-juil
243585;G. Bazunu;73;82;9;22;Junior;Southampton;Goalkeeper;GK;21,8;Right;17-06-22;6;20000;73;38;Lean (185+);Controlled;24;20;15;20;0;06-juil
256268;A. Broja;73;80;7;22;Junior;Everton;Attacker;ST;22,8;Right;25-02-20;6;67000;10;58;Normal (185+);Controlled Lengthy;15;17;16;16;9;06-juil
220139;S. Szmodics;75;75;0;28;Major;Ipswich Town;Midfielder;CAM;23,7;Right;16-08-24;5,5;51000;12;68;Stocky (170-);Explosive;22;51;42;38;1;05-juin
212382;P. Onuachu;75;75;0;30;Major;Southampton;Attacker;ST;24,3;Right;31-01-23;5,5;55000;10;61;Normal (185+);Controlled Lengthy;24;20;15;20;0;05-juin
242418;T. Lamptey;74;77;3;23;Major;Brighton & Hove Albion;Defender;RWB;23,3;Right;31-01-20;5,5;51000;12;64;Lean (170-);Explosive;11;6;9;9;0;05-juin
241202;P. Daka;74;77;3;25;Major;Leicester City;Attacker;ST;21,2;Right;01-07-21;5,5;45000;8;60;Normal (170-185);Controlled Lengthy;21;18;8;16;1;05-juin
244472;J. Cajuste;74;78;4;24;Major;Ipswich Town;Midfielder;CM;21,8;Right;10-08-23;5,5;58000;9;67;Lean (185+);Controlled;22;51;42;38;1;05-juin
277295;O. Bobb;72;85;13;20;Junior;Manchester City;Midfielder;CAM;24,1;Left;12-07-19;5,5;59000;11;58;Normal (170-185);Explosive;1;1;1;1;10;05-juin
260926;K. Schade;72;80;8;22;Junior;Brentford;Attacker;LW;21,6;Right;01-07-23;5,5;44000;10;58;Lean (185+);Controlled;16;9;13;13;0;05-juin
274246;L. Miley;72;86;14;18;Junior;Newcastle United;Midfielder;CM;19;Right;11-02-23;5,5;42000;9;65;Lean (185+);Controlled;7;4;11;7;4;05-juin
190717;M. Antonio;77;77;0;34;Senior;West Ham United;Attacker;ST;25,3;Right;01-09-15;5;85000;11;70;Stocky (170-185);Controlled Explosive;9;14;7;10;0;05-juin
197975;S. Morsy;76;76;0;32;Senior;Ipswich Town;Midfielder;CDM;24,5;Right;31-08-21;5;51000;12;67;Stocky (170-185);Controlled;22;51;42;38;1;05-juin
205923;B. Davies;76;76;0;31;Senior;Tottenham Hotspur;Defender;CB;23,2;Left;23-07-14;5;76000;9;68;Normal (170-185);Controlled Lengthy;5;8;4;6;2;05-juin
235405;D. O'Shea;74;77;3;25;Major;Ipswich Town;Defender;CB;20,9;Right;25-08-24;5;41000;9;59;Normal (185+);Controlled Lengthy;22;51;42;38;1;05-juin
259170;Rodrigo Gomes;72;82;10;20;Junior;Wolverhampton Wanderers;Midfielder;CAM;21,9;Right;14-06-24;5;36000;11;62;Lean (170-185);Explosive;14;13;10;12;3;05-juin
265459;T. Morton;72;81;9;21;Junior;Liverpool;Midfielder;CM;23;Right;01-01-21;5;39000;11;68;Lean (170-185);Controlled;3;5;2;3;19;05-juin
259356;C. Chukwuemeka;72;82;10;20;Junior;Chelsea;Midfielder;CAM;22;Right;02-08-22;5;52000;11;63;Lean (185+);Controlled Lengthy;6;12;3;7;6;05-juin
273883;C. Casadei;72;82;10;21;Junior;Chelsea;Midfielder;CAM;20,9;Right;19-08-22;5;51000;10;69;Normal (185+);Controlled;6;12;3;7;6;05-juin
258490;C. Riad;72;81;9;21;Junior;Crystal Palace;Defender;CB;21,6;Left;14-06-24;4,9;36000;10;57;Normal (185+);Controlled Lengthy;10;11;12;11;0;04-mai
277283;J. Hinshelwood;72;83;11;19;Junior;Brighton & Hove Albion;Midfielder;CDM;22,6;Right;01-07-22;4,8;36000;8;68;Lean (170-185);Controlled Lengthy;11;6;9;9;0;04-mai
203502;B. De Cordova-Reid;75;75;0;31;Senior;Leicester City;Attacker;RM;23,5;Right;06-07-24;4,7;48000;10;69;Lean (170-);Controlled Explosive;21;18;8;16;1;04-mai
208135;A. Doucour√©;75;75;0;31;Senior;Everton;Midfielder;CAM;22,4;Right;08-09-20;4,7;49000;14;73;Unique;Controlled Lengthy;15;17;16;16;9;04-mai
203487;J. Lascelles;75;75;0;30;Major;Newcastle United;Defender;CB;23,5;Right;09-08-14;4,6;78000;11;55;Stocky (185+);Controlled;7;4;11;7;4;04-mai
220196;D. Brooks;74;74;0;26;Major;AFC Bournemouth;Attacker;RM;19,8;Left;01-07-18;4,6;48000;10;64;Lean (170-185);Controlled;12;15;22;16;0;04-mai
197756;J. Ayew;75;75;0;32;Senior;Leicester City;Attacker;RM;24,5;Right;23-08-24;4,5;48000;9;69;Normal (170-185);Controlled Explosive;21;18;8;16;1;04-mai
231005;C. Ogbene;74;74;0;27;Major;Ipswich Town;Attacker;RM;22,9;Right;28-08-24;4,5;45000;11;69;Normal (170-185);Controlled;22;51;42;38;1;04-mai
247497;A. Bella-Kotchap;73;79;6;22;Junior;Southampton;Defender;CB;24,1;Right;01-07-22;4,4;34000;10;55;Stocky (185+);Controlled Lengthy;24;20;15;20;0;04-mai
256666;Y. Mosquera;72;79;7;23;Major;Wolverhampton Wanderers;Defender;CB;23,8;Right;17-06-21;4,4;36000;8;57;Normal (185+);Controlled Lengthy;14;13;10;12;3;04-mai
72754;Luis Guilherme;71;86;15;18;Junior;West Ham United;Attacker;LM;23,2;Left;14-06-24;4,4;36000;11;59;Normal (170-185);Controlled Explosive;9;14;7;10;0;04-mai
240060;M. Aarons;73;78;5;24;Major;AFC Bournemouth;Defender;RWB;23,6;Right;10-08-23;4,3;36000;9;64;Normal (170-185);Mostly Explosive;12;15;22;16;0;04-mai
241842;B. Johnson;73;78;5;24;Major;Ipswich Town;Defender;RB;21,3;Right;01-07-24;4,3;34000;11;63;Normal (170-185);Controlled;22;51;42;38;1;04-mai
237916;W. Smallbone;73;77;4;24;Major;Southampton;Midfielder;CM;22,4;Right;21-02-17;4,3;36000;9;67;Lean (170-185);Controlled;24;20;15;20;0;04-mai
270866;Y. Chermiti;71;82;11;20;Junior;Everton;Attacker;ST;22;Right;11-08-23;4,1;31000;9;56;Lean (185+);Controlled Lengthy;15;17;16;16;9;04-mai
233795;B. Brereton D√≠az;73;76;3;25;Major;Southampton;Attacker;ST;21,2;Right;30-07-24;4;40000;11;65;Normal (185+);Controlled Lengthy;24;20;15;20;0;04-mai
252975;B. Traor√©;71;80;9;22;Junior;Wolverhampton Wanderers;Midfielder;CDM;20;Right;01-07-23;4;36000;12;65;Lean (170-185);Controlled;14;13;10;12;3;04-mai
266609;T. Iroegbunam;71;80;9;21;Junior;Everton;Midfielder;CDM;20,9;Right;22-06-24;4;26000;10;64;Lean (170-185);Controlled Lengthy;15;17;16;16;9;04-mai
207599;M. Keane;75;75;0;31;Senior;Everton;Defender;CB;22,5;Right;03-07-17;3,8;46000;11;60;Normal (185+);Controlled Lengthy;15;17;16;16;9;03-avr
202849;J. Vestergaard;75;75;0;31;Senior;Leicester City;Defender;CB;24,2;Right;13-08-21;3,8;46000;13;60;Lean (185+);Controlled;21;18;8;16;1;03-avr
226012;R. Manning;74;74;0;28;Major;Southampton;Defender;LB;24,1;Left;11-07-23;3,8;45000;11;69;Normal (170-185);Controlled Explosive;24;20;15;20;0;03-avr
218659;M. Targett;74;74;0;28;Major;Newcastle United;Defender;LB;20,9;Left;10-06-22;3,8;72000;12;66;Normal (170-185);Controlled;7;4;11;7;4;03-avr
231445;J. Dasilva;73;75;2;25;Major;Brentford;Midfielder;CAM;22,2;Left;20-08-18;3,8;46000;11;69;Normal (170-185);Controlled Lengthy;16;9;13;13;0;03-avr
240500;L. Woolfenden;73;77;4;25;Major;Ipswich Town;Defender;CB;21,5;Right;01-07-17;3,8;38000;8;61;Normal (185+);Controlled Lengthy;22;51;42;38;1;03-avr
265801;K. McAteer;71;78;7;22;Junior;Leicester City;Midfielder;CAM;21,4;Right;01-07-20;3,8;35000;8;64;Lean (170-185);Mostly Explosive;21;18;8;16;1;03-avr
238157;M. Roerslev;73;76;3;25;Major;Brentford;Defender;RWB;19,8;Right;07-08-19;3,7;44000;12;64;Lean (170-185);Controlled;16;9;13;13;0;03-avr
208830;J. Vardy;77;77;0;37;Senior;Leicester City;Attacker;ST;23,1;Right;01-05-12;3,6;45000;12;68;Unique;Controlled Explosive;21;18;8;16;1;03-avr
202750;W. Boly;76;76;0;33;Senior;Nottingham Forest;Defender;CB;25,5;Right;01-09-22;3,6;54000;10;57;Normal (185+);Controlled;17;16;24;19;1;03-avr
204838;R. Jim√©nez;75;75;0;33;Senior;Fulham;Attacker;ST;22,4;Right;25-07-23;3,6;71000;11;66;Normal (185+);Controlled Lengthy;13;10;21;15;0;03-avr
205990;H. Reed;74;74;0;29;Major;Fulham;Midfielder;CDM;23,9;Right;31-08-20;3,6;58000;11;68;Normal (170-185);Controlled;13;10;21;15;0;03-avr
195859;D. Ings;74;74;0;31;Senior;West Ham United;Attacker;ST;23;Right;20-01-23;3,6;70000;11;64;Normal (170-185);Controlled;9;14;7;10;0;03-avr
206516;W. Hughes;74;74;0;29;Major;Crystal Palace;Midfielder;CDM;21,6;Left;28-08-21;3,6;58000;11;67;Lean (185+);Controlled;10;11;12;11;0;03-avr
220570;J. Bednarek;74;74;0;28;Major;Southampton;Defender;CB;21,6;Right;01-07-17;3,6;45000;11;55;Normal (185+);Controlled Lengthy;24;20;15;20;0;03-avr
73239;Carlos Miguel;73;78;5;25;Major;Nottingham Forest;Goalkeeper;GK;23,1;Left;09-07-24;3,6;25000;72;32;Lean (185+);Controlled;17;16;24;19;1;03-avr
264349;J. McAtee;70;80;10;21;Junior;Manchester City;Midfielder;CAM;22,2;Left;01-07-20;3,6;53000;9;59;Lean (170-185);Controlled Explosive;1;1;1;1;10;03-avr
195202;T. Cairney;75;75;0;33;Senior;Fulham;Midfielder;CM;24,5;Left;26-06-15;3,5;66000;9;68;Normal (185+);Controlled;13;10;21;15;0;03-avr
243702;D. Spence;72;78;6;23;Major;Tottenham Hotspur;Defender;RWB;21;Right;19-07-22;3,5;50000;9;61;Lean (170-185);Controlled;5;8;4;6;2;03-avr
261647;A. Omobamidele;71;78;7;22;Junior;Nottingham Forest;Defender;CB;20,9;Right;01-09-23;3,5;35000;8;55;Normal (185+);Controlled Lengthy;17;16;24;19;1;03-avr
277426;Carlos Forbs;70;81;11;20;Junior;Wolverhampton Wanderers;Attacker;LM;20,3;Left;03-08-23;3,5;9000;7;59;Lean (170-);Explosive;14;13;10;12;3;03-avr
272926;L. Bergvall;69;87;18;18;Junior;Tottenham Hotspur;Midfielder;CAM;21,4;Right;01-07-24;3,5;34000;10;63;Normal (185+);Controlled Lengthy;5;8;4;6;2;03-avr
189682;B. Mee;77;77;0;34;Senior;Brentford;Defender;CB;25,3;Left;22-07-22;3,4;64000;12;61;Normal (170-185);Controlled;16;9;13;13;0;03-avr
265420;Matheus Fran√ßa;69;84;15;20;Junior;Crystal Palace;Attacker;RM;19,8;Right;05-08-23;3,4;34000;12;61;Lean (170-185);Controlled Lengthy;10;11;12;11;0;03-avr
231485;A. Tuanzebe;73;74;1;26;Major;Ipswich Town;Defender;CB;21,9;Right;08-09-23;3,3;40000;9;63;Normal (185+);Controlled Lengthy;22;51;42;38;1;03-avr
232284;M. Travers;73;77;4;25;Major;AFC Bournemouth;Goalkeeper;GK;22,5;Right;07-07-16;3,3;25000;72;40;Normal (185+);Controlled;12;15;22;16;0;03-avr
277795;Deivid Washington;69;82;13;19;Junior;Chelsea;Attacker;ST;20,9;Right;24-08-23;3,3;46000;11;58;Lean (185+);Controlled Lengthy;6;12;3;7;6;03-avr
278813;Marc Guiu;69;84;15;18;Junior;Chelsea;Attacker;ST;23,4;Right;01-07-24;3,3;44000;9;56;Normal (185+);Controlled Lengthy;6;12;3;7;6;03-avr
231044;J. Aribo;73;73;0;27;Major;Southampton;Midfielder;CM;22,7;Left;13-07-22;3,2;41000;10;70;Normal (170-185);Controlled;24;20;15;20;0;03-avr
244621;Vin√≠cius;73;73;0;29;Major;Fulham;Attacker;ST;23,5;Left;01-09-22;3;61000;11;61;Normal (185+);Controlled Lengthy;13;10;21;15;0;03-avr
256035;K. Sulemana;71;77;6;22;Junior;Southampton;Attacker;RM;22,9;Right;31-01-23;3;34000;10;59;Normal (170-185);Explosive;24;20;15;20;0;03-avr
239778;J. Moder;72;74;2;25;Major;Brighton & Hove Albion;Midfielder;CM;22,1;Right;04-10-20;2,9;53000;12;68;Lean (185+);Controlled Lengthy;11;6;9;9;0;02-mars
248492;J. Hill;69;78;9;22;Junior;AFC Bournemouth;Defender;CB;21,6;Right;05-01-22;2,9;31000;9;58;Lean (170-185);Controlled Lengthy;12;15;22;16;0;02-mars
245153;N. Wood;69;78;9;22;Junior;Southampton;Defender;CB;21,2;Right;05-07-24;2,9;29000;12;54;Normal (185+);Controlled Lengthy;24;20;15;20;0;02-mars
270608;Y. Yarmoliuk;68;80;12;20;Junior;Brentford;Midfielder;CAM;22,2;Right;14-07-22;2,9;30000;8;60;Normal (170-185);Controlled;16;9;13;13;0;02-mars
211990;O. Vlachodimos;74;74;0;30;Major;Newcastle United;Goalkeeper;GK;22,4;Right;01-07-24;2,8;47000;72;41;Normal (185+);Controlled Lengthy;7;4;11;7;4;02-mars
233267;M. Turner;74;74;0;30;Major;Crystal Palace;Goalkeeper;GK;21,7;Right;09-08-23;2,8;31000;72;39;Lean (185+);Controlled;10;11;12;11;0;02-mars
232545;N. Broadhead;72;73;1;26;Major;Ipswich Town;Attacker;LM;23;Right;09-01-23;2,8;40000;8;62;Lean (170-185);Controlled Explosive;22;51;42;38;1;02-mars
257896;N. Patterson;71;77;6;22;Junior;Everton;Defender;RB;23,9;Right;04-01-22;2,8;31000;9;63;Lean (170-185);Controlled Lengthy;15;17;16;16;9;02-mars
242271;A. Irving;71;76;5;24;Major;West Ham United;Midfielder;CM;21,6;Left;04-09-23;2,8;48000;12;68;Lean (185+);Controlled Lengthy;9;14;7;10;0;02-mars
233602;G. Hirst;71;76;5;25;Major;Ipswich Town;Attacker;ST;22,2;Right;13-07-23;2,8;41000;12;61;Normal (185+);Controlled Lengthy;22;51;42;38;1;02-mars
258167;R. Edwards;68;80;12;21;Junior;Southampton;Defender;CB;23,5;Right;03-07-24;2,8;24000;9;57;Normal (170-185);Controlled;24;20;15;20;0;02-mars
207650;E. Krafth;73;73;0;29;Major;Newcastle United;Defender;RB;24,5;Right;08-08-19;2,7;66000;11;66;Normal (170-185);Controlled Lengthy;7;4;11;7;4;02-mars
73049;Pedro Lima;68;83;15;18;Junior;Wolverhampton Wanderers;Attacker;RM;18;Right;02-07-24;2,7;23000;10;62;Lean (170-185);Mostly Explosive;14;13;10;12;3;02-mars
74207;K. Nedeljkoviƒá;68;81;13;18;Junior;Aston Villa;Defender;RWB;21,3;Right;22-01-24;2,7;33000;9;60;Lean (170-185);Controlled;4;7;14;8;7;02-mars
278349;D. Huijsen;68;83;15;19;Junior;AFC Bournemouth;Defender;CB;22,1;Right;30-07-24;2,7;24000;11;60;Lean (185+);Controlled Lengthy;12;15;22;16;0;02-mars
193474;I. Gueye;76;76;0;34;Senior;Everton;Midfielder;CDM;21,8;Right;01-09-22;2,6;49000;9;68;Lean (170-185);Controlled;15;17;16;16;9;02-mars
228295;R. Holding;73;73;0;28;Major;Crystal Palace;Defender;CB;21;Right;01-09-23;2,6;54000;12;58;Lean (185+);Controlled Lengthy;10;11;12;11;0;02-mars
216744;C. Burgess;73;73;0;28;Major;Ipswich Town;Defender;CB;21,5;Left;15-08-21;2,6;41000;12;58;Normal (185+);Controlled Lengthy;22;51;42;38;1;02-mars
202697;J. Stephens;73;73;0;30;Major;Southampton;Defender;CB;21,9;Right;05-04-11;2,5;41000;11;61;Normal (185+);Controlled;24;20;15;20;0;02-mars
228332;H. Choudhury;72;73;1;26;Major;Leicester City;Defender;CB;20,2;Right;31-03-15;2,5;37000;10;65;Lean (170-185);Controlled;21;18;8;16;1;02-mars
272936;Luiz√£o;68;77;9;22;Junior;West Ham United;Defender;CB;22,9;Left;01-01-23;2,5;39000;10;56;Normal (185+);Controlled Lengthy;9;14;7;10;0;02-mars
194404;Neto;78;78;0;34;Senior;Arsenal;Goalkeeper;GK;23;Right;07-08-22;2,4;41000;77;43;Lean (185+);Controlled;2;2;5;3;13;02-mars
194806;C. Dawson;76;76;0;34;Senior;Wolverhampton Wanderers;Defender;CB;24;Right;22-01-23;2,4;56000;7;59;Normal (185+);Controlled;14;13;10;12;3;02-mars
264681;J. Wilson-Esbrand;67;80;13;21;Junior;Manchester City;Defender;LWB;21;Left;01-07-21;2,4;42000;9;60;Normal (170-185);Mostly Explosive;1;1;1;1;10;02-mars
207807;R. Fraser;72;72;0;30;Major;Southampton;Attacker;LM;26,3;Right;30-08-24;2,3;42000;12;65;Stocky (170-);Explosive;24;20;15;20;0;02-mars
212484;W. Burns;72;72;0;29;Major;Ipswich Town;Attacker;RM;21,2;Right;09-06-21;2,3;42000;10;68;Normal (170-185);Mostly Explosive;22;51;42;38;1;02-mars
237704;Jo√£o Virg√≠nia;71;76;5;24;Major;Everton;Goalkeeper;GK;22,8;Left;03-08-18;2,3;18000;70;35;Normal (185+);Controlled;15;17;16;16;9;02-mars
253428;V. Jaro≈°;68;77;9;22;Junior;Liverpool;Goalkeeper;GK;23,5;Right;01-07-17;2,3;23000;68;40;Normal (185+);Controlled;3;5;2;3;19;02-mars
264133;H. Valdimarsson;68;78;10;22;Junior;Brentford;Goalkeeper;GK;23,4;Right;26-01-24;2,3;19000;67;36;Lean (185+);Controlled;16;9;13;13;0;02-mars
243849;P. Maghoma;67;75;8;23;Major;Brentford;Midfielder;CAM;23,4;Right;16-01-20;2,3;34000;10;63;Lean (170-185);Controlled Explosive;16;9;13;13;0;02-mars
270519;W. Osula;67;78;11;20;Junior;Newcastle United;Attacker;ST;22;Right;08-08-24;2,3;44000;9;51;Lean (185+);Controlled Lengthy;7;4;11;7;4;02-mars
271807;E. Nwaneri;66;86;20;17;Junior;Arsenal;Midfielder;CAM;22,6;Left;18-09-22;2,3;30000;11;57;Normal (170-185);Controlled Explosive;2;2;5;3;13;02-mars
72159;M. Moore;66;86;20;16;Junior;Tottenham Hotspur;Midfielder;CAM;22,8;Right;02-05-24;2,3;26000;8;56;Lean (170-185);Controlled Explosive;5;8;4;6;2;02-mars
190456;N. Clyne;74;74;0;33;Senior;Crystal Palace;Defender;RB;21,9;Right;14-10-20;2,2;58000;11;68;Normal (170-185);Controlled;10;11;12;11;0;02-mars
